gbifID,eventDate,year,county,decimalLatitude,decimalLongitude,vernacularName,nearest_road_name,nearest_road_distance
3118583030,02/02/2017,2017,La Calera,4.65012,-73.82742,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,177.8779435
3118583031,08/11/2015,2015,La Calera,4.65012,-73.82742,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,177.8779435
3118583032,07/12/2015,2015,Fómeque,4.56194,-73.74444,Venado soche | Soche | Venado chonta | Corzuela roja pequeña,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583033,05/01/2010,2010,Pereira,4.72808,-75.57717,Zorro perruno | Zorro perro | Zorra baya | Zorro lobo | Perro sabanero | Zorro cangrejero,VÃ­a Florida - El Cedral,89.4202052
3118583034,20/03/2016,2016,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583035,27/04/2016,2016,Fómeque,4.56194,-73.74444,Venado de Páramo,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583036,17/12/2015,2015,Fómeque,4.61181,-73.74103,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Suasie - Sendero PNN,1585.465711
3118583037,14/05/2016,2016,Choachí,4.62442,-73.83039,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,933.0608831
3118583038,10/03/2016,2016,Fómeque,4.56219,-73.74542,Guagua de montaña | Paca de montaña | Boruga de páramo | Borugo | Guagua,Ruta Interna Parque Nacional Chingaza,227.0575256
3118583039,21/07/2016,2016,Choachí,4.62133,-73.82478,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,946.8265171
3118583040,30/04/2016,2016,La Calera,4.65717,-73.82328,Venado soche | Soche | Venado chonta | Corzuela roja pequeña,Unnamed Road,475.2621174
3118583041,09/06/2016,2016,Fómeque,4.56219,-73.74542,Guagua de montaña | Paca de montaña | Boruga de páramo | Borugo | Guagua,Ruta Interna Parque Nacional Chingaza,227.0575256
3118583042,27/04/2016,2016,Fómeque,4.56194,-73.74444,Guagua de montaña | Paca de montaña | Boruga de páramo | Borugo | Guagua,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583043,07/12/2015,2015,Fómeque,4.50261,-73.75508,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1508.22007
3118583044,10/10/2016,2016,Fómeque,4.56194,-73.74444,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583045,06/08/2016,2016,La Calera,4.65717,-73.82328,Venado soche | Soche | Venado chonta | Corzuela roja pequeña,Unnamed Road,475.2621174
3118583046,20/08/2016,2016,Fómeque,4.50189,-73.75522,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1589.192003
3118583047,27/04/2016,2016,Fómeque,4.56219,-73.74542,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Ruta Interna Parque Nacional Chingaza,227.0575256
3118583048,06/04/2016,2016,Medina,4.51598,-73.44393,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,4074.158304
3118583049,19/02/2016,2016,La Calera,4.65012,-73.82742,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,177.8779435
3118583050,13/03/2016,2016,Fómeque,4.61181,-73.74103,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Suasie - Sendero PNN,1585.465711
3118583051,31/03/2016,2016,Fómeque,4.50189,-73.75522,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1589.192003
3118583052,02/02/2017,2017,La Calera,4.65012,-73.82742,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,177.8779435
3118583053,21/07/2016,2016,Choachí,4.62133,-73.82478,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,946.8265171
3118583054,06/04/2016,2016,Medina,4.51598,-73.44393,Saíno | Zahino | Cerrillo | Báquiro | puerco o marrano de monte | Tatabro,Unnamed Road,4074.158304
3118583055,12/10/2016,2016,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583056,10/10/2016,2016,Fómeque,4.56194,-73.74444,Venado de Páramo,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583057,18/10/2015,2015,Fómeque,4.50189,-73.75522,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1589.192003
3118583058,06/04/2016,2016,Medina,4.51598,-73.44393,Ñeque Amazonico | Guatín | Ñeque | Picure | Guara | Cutia,Unnamed Road,4074.158304
3118583059,09/06/2016,2016,Fómeque,4.56194,-73.74444,Venado de Páramo,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583060,19/02/2016,2016,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583061,20/12/2015,2015,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583062,07/12/2015,2015,Fómeque,4.56194,-73.74444,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583063,18/10/2015,2015,Fómeque,4.50189,-73.75522,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1589.192003
3118583064,08/01/2016,2016,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583065,19/12/2015,2015,La Calera,4.65012,-73.82742,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,177.8779435
3118583066,21/02/2016,2016,Fómeque,4.50261,-73.75508,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1508.22007
3118583067,10/03/2016,2016,Fómeque,4.56219,-73.74542,Guagua de montaña | Paca de montaña | Boruga de páramo | Borugo | Guagua,Ruta Interna Parque Nacional Chingaza,227.0575256
3118583068,09/06/2016,2016,Fómeque,4.56219,-73.74542,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Ruta Interna Parque Nacional Chingaza,227.0575256
3118583069,06/08/2016,2016,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583070,06/04/2016,2016,Medina,4.51598,-73.44393,Ñeque Amazonico | Guatín | Ñeque | Picure | Guara | Cutia,Unnamed Road,4074.158304
3118583071,21/06/2016,2016,Choachí,4.62133,-73.82478,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,946.8265171
3118583072,19/02/2016,2016,La Calera,4.65717,-73.82328,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,475.2621174
3118583073,08/07/2016,2016,Fómeque,4.50261,-73.75508,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1508.22007
3118583074,09/06/2016,2016,Fómeque,4.56194,-73.74444,Guagua de montaña | Paca de montaña | Boruga de páramo | Borugo | Guagua,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583075,15/12/2016,2016,La Calera,4.65012,-73.82742,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,177.8779435
3118583076,10/10/2016,2016,Fómeque,4.50189,-73.75522,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1589.192003
3118583077,10/03/2016,2016,Fómeque,4.56194,-73.74444,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583078,03/11/2016,2016,Choachí,4.62133,-73.82478,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,946.8265171
3118583079,21/06/2016,2016,Choachí,4.62442,-73.83039,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Unnamed Road,933.0608831
3118583080,21/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583081,21/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583082,09/06/2016,2016,Fómeque,4.50189,-73.75522,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,"['Camino de la Paila', 'Sendero Plantas del Camino']",1589.192003
3118583083,11/01/2017,2017,Fómeque,4.56194,-73.74444,Oso Andino | Oso de anteojos | Oso careto | Oso congo | Oso frontino | Oso enjaquimado | Oso real,Ruta Interna Parque Nacional Chingaza,268.9434419
3118583084,20/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583085,21/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583086,25/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583087,25/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583088,26/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583089,26/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583090,25/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583091,25/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583092,28/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583093,27/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583094,27/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583095,26/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583096,31/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583097,30/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583098,26/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583099,30/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583100,28/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583101,28/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583102,20/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583103,20/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583104,20/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583105,20/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583106,31/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583107,20/08/2019,2019,Tausa,5.19184,-73.93545,Curí | Cuy | Cuis común,Unnamed Road,186.126325
3118583108,04/08/2019,2019,Tausa,5.19264,-73.93469,Curí | Cuy | Cuis común,Unnamed Road,175.1510653
3118583109,03/08/2019,2019,Tausa,5.19264,-73.93469,Curí | Cuy | Cuis común,Unnamed Road,175.1510653
3118583110,03/08/2019,2019,Tausa,5.19264,-73.93469,Chucha de páramo | zarigüeya andina,Unnamed Road,175.1510653
3118583111,03/08/2019,2019,Tausa,5.19264,-73.93469,Curí | Cuy | Cuis común,Unnamed Road,175.1510653
3118583112,19/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583113,03/08/2019,2019,Tausa,5.19264,-73.93469,Curí | Cuy | Cuis común,Unnamed Road,175.1510653
3118583114,03/08/2019,2019,Tausa,5.19264,-73.93469,Chucha de páramo | zarigüeya andina,Unnamed Road,175.1510653
3118583115,03/08/2019,2019,Tausa,5.19264,-73.93469,Curí | Cuy | Cuis común,Unnamed Road,175.1510653
3118583116,13/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583117,14/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583118,13/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583119,15/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583120,18/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583121,16/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583122,19/03/2020,2020,Tausa,5.17185,-73.95359,Chucha de páramo | zarigüeya andina,Unnamed Road,136.7715731
3118583123,19/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583124,23/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583125,20/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583126,19/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583127,16/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583128,22/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583129,23/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583130,18/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583131,20/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583132,20/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583133,16/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583134,20/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583135,20/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583136,19/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583137,19/03/2020,2020,Tausa,5.17185,-73.95359,Chucha de páramo | zarigüeya andina,Unnamed Road,136.7715731
3118583138,21/08/2019,2019,Tausa,5.19171,-73.93544,Curí | Cuy | Cuis común,Unnamed Road,176.5791458
3118583139,19/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583140,20/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583141,19/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583142,24/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583143,24/03/2020,2020,Tausa,5.17185,-73.95359,Curí | Cuy | Cuis común,Unnamed Road,136.7715731
3118583144,25/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583145,23/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583146,23/08/2019,2019,Tausa,5.19171,-73.93544,Chucha de páramo | zarigüeya andina,Unnamed Road,176.5791458
3118583147,11/08/2019,2019,Tausa,5.19272,-73.93453,Comadreja andina | Comadreja | C. común | Chucurí | Chucur,Unnamed Road,166.9603978
3118583148,16/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583149,08/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583150,08/08/2019,2019,Tausa,5.19272,-73.93453,Conejo andino,Unnamed Road,166.9603978
3118583151,10/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583152,05/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583153,05/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583154,06/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583155,05/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583156,10/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583157,05/08/2019,2019,Tausa,5.19272,-73.93453,Curí | Cuy | Cuis común,Unnamed Road,166.9603978
3118583158,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583159,12/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583160,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583161,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583162,13/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583163,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583164,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583165,14/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583166,14/08/2019,2019,Tausa,5.19272,-73.93453,Chucha de páramo | zarigüeya andina,Unnamed Road,166.9603978
3118583167,14/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583168,16/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
3118583169,13/08/2019,2019,Tausa,5.19272,-73.93453,Chucha de páramo | zarigüeya andina,Unnamed Road,166.9603978
3118583170,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583171,08/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583172,09/01/2017,2017,Leticia,-3.87253,-70.02827,Boruga común | Paca | Lapa | Guagua venada,Unnamed Road,18082.8711
3118583173,16/04/2020,2020,Tausa,5.17278,-73.95203,Curí | Cuy | Cuis común,Unnamed Road,302.1937196
